NDFA_per_LiDFOB_molar_ratio_target,LiNO3_final_mass_fraction_target,NDFA_solvent_pool_mass_fraction_target,TTE_solvent_pool_mass_fraction_target,FEC_solvent_pool_mass_fraction_target,VC_solvent_pool_mass_fraction_target,TMSP_solvent_pool_mass_fraction_target,LiDFOB_mass_fraction_target,NDFA_mass_fraction_target,TTE_mass_fraction_target,FEC_mass_fraction_target,LiNO3_mass_fraction_target,VC_mass_fraction_target,TMSP_mass_fraction_target,temperature_C,target_total_mass_g,NDFA_per_LiDFOB_molar_ratio,LiNO3_final_mass_fraction,estimated_final_volume_mL,estimated_LiDFOB_molarity_mol_L,estimated_total_lithium_salt_molarity_mol_L,NDFA_solvent_pool_mass_fraction,TTE_solvent_pool_mass_fraction,FEC_solvent_pool_mass_fraction,VC_solvent_pool_mass_fraction,TMSP_solvent_pool_mass_fraction,constraint_total_mass_pass,constraint_minimum_nonzero_mass_pass,constraint_NDFA_LiDFOB_molar_ratio_pass,constraint_LiNO3_final_mass_fraction_pass,constraint_LiDFOB_molarity_pass,constraint_TTE_solvent_pool_fraction_pass,constraint_FEC_solvent_pool_fraction_pass,constraint_VC_solvent_pool_fraction_pass,constraint_TMSP_solvent_pool_fraction_pass,constraint_all_pass,presence_pattern,LiDFOB_mass_g,LiDFOB_mass_fraction,LiDFOB_mole_fraction,NDFA_mass_g,NDFA_mass_fraction,NDFA_mole_fraction,TTE_mass_g,TTE_mass_fraction,TTE_mole_fraction,FEC_mass_g,FEC_mass_fraction,FEC_mole_fraction,LiNO3_mass_g,LiNO3_mass_fraction,LiNO3_mole_fraction,VC_mass_g,VC_mass_fraction,VC_mole_fraction,TMSP_mass_g,TMSP_mass_fraction,TMSP_mole_fraction
4.091180548,0,0.9542131928,0.04455849715,0,0,0.001228310028,0.1920249633,0.7709804395,0.03600215337,0,0,0,0.00099244384,25,5,4.091283965,0,3.634822897,1.837274317,1.837274317,0.9542067873,0.04455555831,0,0,0.001237654397,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.9601,0.19202,0.191940949,3.8549,0.77098,0.7852849267,0.18,0.036,0.02229276209,0,0,0,0,0,0,0,0,0,0.005,0.001,0.0004813622576
2.3633148,0,0.557335211,0.3987120218,0,0,0.04395276722,0.1937449285,0.4493543404,0.3214635896,0,0,0,0.03543714148,25,5,2.363404686,0,3.482910988,1.934584545,1.934584545,0.5573388237,0.3987051323,0,0,0.04395604396,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.9687,0.19374,0.2232448181,2.2468,0.44936,0.5276178494,1.6073,0.32146,0.2294717566,0,0,0,0,0,0,0,0,0,0.1772,0.03544,0.01966557584
3.499265607,0,0.6565089723,0.3299851357,0,0,0.01350589204,0.1604914367,0.5511449041,0.2770253472,0,0,0,0.01133831202,25,5,3.499047773,0,3.528724677,1.581860043,1.581860043,0.6565098273,0.3299821322,0,0,0.0135080405,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.8025,0.1605,0.1784976467,2.7557,0.55114,0.6245717934,1.3851,0.27702,0.1908573068,0,0,0,0,0,0,0,0,0,0.0567,0.01134,0.006073253033
3.347295702,0,0.7215848505,0.2402386568,0,0,0.03817649274,0.1801011824,0.5916265658,0.1969713906,0,0,0,0.03130086126,25,5,3.347280529,0,3.587850715,1.745782527,1.745782527,0.7215758019,0.2402488108,0,0,0.03817538724,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.9005,0.1801,0.1957508975,2.9581,0.59162,0.6552331676,0.9849,0.19698,0.1326332435,0,0,0,0,0,0,0,0,0,0.1565,0.0313,0.01638269137
4.189210545,0,0.5899471677,0.3850335907,0,0,0.02501924154,0.1254898913,0.5159147618,0.3367157673,0,0,0,0.02187957964,25,5,4.18958331,0,3.559413085,1.226046414,1.226046414,0.5899464849,0.3850340758,0,0,0.02501943924,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.6274,0.12548,0.1441763628,2.5796,0.51592,0.6040388833,1.6836,0.33672,0.2396782781,0,0,0,0,0,0,0,0,0,0.1094,0.02188,0.01210647573
4.878624227,0,0.8642095464,0.100456648,0,0,0.03533380553,0.1529035384,0.7320688488,0.0850964711,0,0,0,0.02993114164,25,5,4.878678158,0,3.710114156,1.433279888,1.433279888,0.8641954905,0.1004603943,0,0,0.03534411522,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.7645,0.1529,0.1582836826,3.6603,0.73206,0.7722151452,0.4255,0.0851,0.05457558867,0,0,0,0,0,0,0,0,0,0.1497,0.02994,0.01492558354
2.666872818,0,0.5273871243,0.4562733686,0,0,0.01633950714,0.1677119003,0.4389380275,0.3797508949,0,0,0,0.01359917735,25,5,2.66675601,0,3.446718007,1.692348866,1.692348866,0.5273946268,0.4562647186,0,0,0.01634065459,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.8386,0.16772,0.1957548615,2.1947,0.43894,0.5220304533,1.8987,0.37974,0.2745707416,0,0,0,0,0,0,0,0,0,0.068,0.0136,0.0076439436
3.533046797,0,0.6756795292,0.2759751407,0,0,0.04834533008,0.1630918143,0.5654817289,0.2309658543,0,0,0,0.04046060248,25,5,3.532858679,0,3.605811566,1.573119547,1.573119547,0.6756840722,0.2759708448,0,0,0.04834508304,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.8155,0.1631,0.180845953,2.8274,0.56548,0.6389031948,1.1548,0.23096,0.1586469812,0,0,0,0,0,0,0,0,0,0.2023,0.04046,0.02160387098
3.831001461,0,0.9674039108,0.02159924759,0,0,0.01099684164,0.2046518869,0.7694228751,0.01717892081,0,0,0,0.008746317248,25,5,3.830835277,0,3.640822992,1.954988462,1.954988462,0.9674101642,0.0216008248,0,0,0.01098901099,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.0233,0.20466,0.2039399757,3.8471,0.76942,0.7812604534,0.0859,0.01718,0.01060553938,0,0,0,0,0,0,0,0,0,0.0437,0.00874,0.004194031511
2.962668363,0,0.7509561522,0.2184999841,0,0,0.03054386368,0.2052657335,0.5968105868,0.1736494246,0,0,0,0.0242742551,25,5,2.962797849,0,3.552607835,2.009406715,2.009406715,0.750962579,0.2184865491,0,0,0.03055087198,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.0263,0.20526,0.2200788126,2.9841,0.59682,0.6520490327,0.8682,0.17364,0.115335737,0,0,0,0,0,0,0,0,0,0.1214,0.02428,0.01253641774
4.734936129,0,0.6220943416,0.3538560458,0,0,0.0240496126,0.1180699174,0.5486437141,0.3120762916,0,0,0,0.02121007683,25,5,4.735301824,0,3.58804649,1.14434114,1.14434114,0.6220831349,0.3538562714,0,0,0.02406059369,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.5903,0.11806,0.1340583162,2.7432,0.54864,0.634806589,1.5604,0.31208,0.2195316425,0,0,0,0,0,0,0,0,0,0.1061,0.02122,0.01160345237
4.424703147,0,0.852812743,0.1315959715,0,0,0.01559128552,0.1641563118,0.7128181484,0.1099936622,0,0,0,0.01303187759,25,5,4.42461523,0,3.64610953,1.565843762,1.565843762,0.8528187213,0.1316041348,0,0,0.01557714395,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.8208,0.16416,0.1701281674,3.5641,0.71282,0.7527516806,0.55,0.11,0.07062228639,0,0,0,0,0,0,0,0,0,0.0651,0.01302,0.006497865651
2.152052958,0,0.6671237754,0.2999508502,0,0,0.03292537439,0.2400498951,0.5069807831,0.2279476801,0,0,0,0.02502164172,25,5,2.151959047,0,3.458631375,2.413939153,2.413939153,0.6671316157,0.2999447325,0,0,0.03292365187,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.2003,0.24006,0.2638264338,2.5349,0.50698,0.5677436811,1.1397,0.22794,0.1551884007,0,0,0,0,0,0,0,0,0,0.1251,0.02502,0.01324148441
3.016130283,0,0.5028599554,0.4946526522,0,0,0.002487392398,0.1452165278,0.4298363787,0.4228209116,0,0,0,0.00212618191,25,5,3.016083578,0,3.432916606,1.471207645,1.471207645,0.5028662346,0.4946535951,0,0,0.002480170336,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.7261,0.14522,0.1716197737,2.1492,0.42984,0.5176195812,2.1141,0.42282,0.3095541442,0,0,0,0,0,0,0,0,0,0.0106,0.00212,0.001206500806
3.11263565,0,0.8143923186,0.1493418268,0,0,0.03626585458,0.2104879052,0.6429725855,0.1179071785,0,0,0,0.02863233082,25,5,3.112788449,0,3.591614115,2.038130365,2.038130365,0.8143935556,0.1493312392,0,0,0.03627520519,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.0524,0.21048,0.2209785889,3.2149,0.64298,0.6878595988,0.5895,0.1179,0.07668198985,0,0,0,0,0,0,0,0,0,0.1432,0.02864,0.01447982248
4.643805254,0,0.9517251501,0.008003540803,0,0,0.04027130911,0.1727563325,0.7873086036,0.006620878447,0,0,0,0.03331418544,25,5,4.643655926,0,3.740343697,1.60635851,1.60635851,0.9517189691,0.008002514385,0,0,0.04027851651,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.8638,0.17276,0.1736028988,3.9365,0.7873,0.8061521296,0.0331,0.00662,0.00412108882,0,0,0,0,0,0,0,0,0,0.1666,0.03332,0.01612388281
2.931728538,0,0.5565222672,0.4353842204,0,0,0.008093512338,0.1620784041,0.4663220263,0.3648178408,0,0,0,0.006781728774,25,5,2.931686932,0,3.455310749,1.631372401,1.631372401,0.5565209089,0.4353876265,0,0,0.008091464579,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.8104,0.16208,0.1870474242,2.3316,0.46632,0.5483644891,1.8241,0.36482,0.2608201564,0,0,0,0,0,0,0,0,0,0.0339,0.00678,0.003767930302
3.797976427,0,0.6086594282,0.3637283621,0,0,0.02761220969,0.1403762042,0.523218128,0.3126695553,0,0,0,0.02373611251,25,5,3.797887319,0,3.555855404,1.373004434,1.373004434,0.6086642935,0.3637188525,0,0,0.02761685396,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.7019,0.14038,0.1597674535,2.6161,0.52322,0.6067787857,1.5633,0.31266,0.2204426417,0,0,0,0,0,0,0,0,0,0.1187,0.02374,0.01301111911
3.564474858,0,0.8688846741,0.1181109543,0,0,0.01300437162,0.1989666016,0.6960056433,0.09461081911,0,0,0,0.01041693599,25,5,3.564564226,0,3.596897163,1.923749611,1.923749611,0.8688704684,0.1181214421,0,0,0.01300808948,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.9948,0.19896,0.2047333789,3.48,0.696,0.7297852783,0.4731,0.09462,0.06031787509,0,0,0,0,0,0,0,0,0,0.0521,0.01042,0.005163467689
1.854809135,0,0.5173340288,0.4502767771,0,0,0.03238919405,0.2213093477,0.4028431724,0.3506263173,0,0,0,0.02522116265,25,5,1.854705256,0,3.400614577,2.263466355,2.263466355,0.5173370319,0.4502748241,0,0,0.03238814404,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.1066,0.22132,0.2570031197,2.0142,0.40284,0.4766650368,1.7531,0.35062,0.2522287729,0,0,0,0,0,0,0,0,0,0.1261,0.02522,0.01410307056
2.696479838,0,0.7817695356,0.1731661963,0,0,0.04506426807,0.2280514743,0.6034858404,0.13367539,0,0,0,0.0347872953,25,5,2.696352939,0,3.562058496,2.226685427,2.226685427,0.7817706039,0.1731740809,0,0,0.04505531518,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.1403,0.22806,0.2419597465,3.0174,0.60348,0.6524088737,0.6684,0.13368,0.08786191118,0,0,0,0,0,0,0,0,0,0.1739,0.03478,0.01776946865
4.158275116,0,0.7629054448,0.2267345064,0,0,0.01036004876,0.1575030014,0.6427455474,0.1910231411,0,0,0,0.008728309983,25,5,4.15831847,0,3.591313748,1.52523936,1.52523936,0.7628961424,0.2267299703,0,0,0.01037388724,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.7875,0.1575,0.1684526953,3.2137,0.64274,0.7004799542,0.9551,0.19102,0.1265658252,0,0,0,0,0,0,0,0,0,0.0437,0.00874,0.004501525366
2.386003431,0,0.6173347424,0.3415923091,0,0,0.04107294851,0.2086358761,0.4885365676,0.2703238984,0,0,0,0.03250365791,25,5,2.385973033,0,3.490972873,2.078556786,2.078556786,0.6173422968,0.341589163,0,0,0.04106854023,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.0432,0.20864,0.2345421436,2.4427,0.48854,0.5596112299,1.3516,0.27032,0.188252912,0,0,0,0,0,0,0,0,0,0.1625,0.0325,0.01759371449
3.250441723,0,0.5819399611,0.394936421,0,0,0.02312361798,0.1542847303,0.4921555111,0.3340037618,0,0,0,0.01955599682,25,5,3.25057103,0,3.511187022,1.528151674,1.528151674,0.5819420139,0.394929764,0,0,0.02312822211,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.7714,0.15428,0.1769043105,2.4608,0.49216,0.575040027,1.67,0.334,0.2372550472,0,0,0,0,0,0,0,0,0,0.0978,0.01956,0.01080061533
3.403250877,0,0.9027436069,0.05034146179,0,0,0.04691493134,0.2127795171,0.7106582581,0.03962982986,0,0,0,0.03693239491,25,5,3.403251495,0,3.658083441,2.022963239,2.022963239,0.9027463733,0.05032900587,0,0,0.04692462082,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.0639,0.21278,0.217287138,3.5533,0.71066,0.7394827773,0.1981,0.03962,0.02506443357,0,0,0,0,0,0,0,0,0,0.1847,0.03694,0.01816565113
4.061084159,0,0.6370438841,0.3279250846,0,0,0.0350310313,0.1378134436,0.5492506727,0.2827325995,0,0,0,0.03020328425,25,5,4.060812056,0,3.592220914,1.334320021,1.334320021,0.6370363497,0.3279361618,0,0,0.03502748846,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.6891,0.13782,0.1553459376,2.7462,0.54924,0.6308306562,1.4137,0.28274,0.1974308961,0,0,0,0,0,0,0,0,0,0.151,0.0302,0.01639251014
4.872049831,0,0.8140038649,0.1594989672,0,0,0.02649716791,0.1454790444,0.6955833605,0.1362952099,0,0,0,0.02264238524,25,5,4.871994292,0,3.673074782,1.377476873,1.377476873,0.8140008426,0.1595047512,0,0,0.02649440622,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.7274,0.14548,0.1532016875,3.4779,0.69558,0.7463977471,0.6815,0.1363,0.08891935847,0,0,0,0,0,0,0,0,0,0.1132,0.02264,0.01148120687
2.583664015,0,0.708896424,0.2721747528,0,0,0.01892882325,0.2184949937,0.5540061043,0.2127059319,0,0,0,0.01479297013,25,5,2.58357635,0,3.48747337,2.178970423,2.178970423,0.7088931542,0.272168906,0,0,0.01893793986,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.0925,0.2185,0.2370090195,2.77,0.554,0.6123308974,1.0635,0.2127,0.1429292551,0,0,0,0,0,0,0,0,0,0.074,0.0148,0.007730827996
3.717390854,0,0.4937158847,0.4678519252,0,0,0.0384321901,0.1192007015,0.4348646049,0.4120836475,0,0,0,0.03385104608,25,5,3.717373366,0,3.534913793,1.172757509,1.172757509,0.4937102634,0.4678474114,0,0,0.03844232516,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.596,0.1192,0.1429428922,2.1743,0.43486,0.5313721002,2.0604,0.41208,0.3061315247,0,0,0,0,0,0,0,0,0,0.1693,0.03386,0.01955348292
3.91967291,0,0.7912218634,0.2066181591,0,0,0.002159977518,0.1705988379,0.656240333,0.1713693413,0,0,0,0.001791487864,25,5,3.91964422,0,3.572961471,1.660586442,1.660586442,0.7912225705,0.2066071859,0,0,0.00217024355,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.853,0.1706,0.1802781679,3.2812,0.65624,0.706626279,0.8568,0.17136,0.1121795699,0,0,0,0,0,0,0,0,0,0.009,0.0018,0.0009159831343
2.787632167,0,0.9402069942,0.02558846306,0,0,0.03420454273,0.2557737502,0.6997267253,0.0190436059,0,0,0,0.02545591856,25,5,2.787537261,0,3.584773273,2.481508025,2.481508025,0.9402058531,0.02558383274,0,0,0.03421031415,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.2789,0.25578,0.2576266521,3.4986,0.69972,0.7181438921,0.0952,0.01904,0.01188040809,0,0,0,0,0,0,0,0,0,0.1273,0.02546,0.01234904773
4.515501626,0,0.564154391,0.4217093629,0,0,0.01413624613,0.1129308098,0.5004439788,0.374085383,0,0,0,0.0125398284,25,5,4.515098289,0,3.537235833,1.11043863,1.11043863,0.5641557505,0.4217076635,0,0,0.01413658603,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.5647,0.11294,0.1312254928,2.5022,0.50044,0.592495998,1.8704,0.37408,0.2692620367,0,0,0,0,0,0,0,0,0,0.0627,0.01254,0.007016472517
4.325843118,0,0.9099482585,0.06572224386,0,0,0.02432949762,0.1765093054,0.7493339235,0.05412165625,0,0,0,0.02003511489,25,5,4.326106266,0,3.678143569,1.668886596,1.668886596,0.9099453552,0.06571948998,0,0,0.02433515483,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.8825,0.1765,0.1795093881,3.7467,0.74934,0.7765766887,0.2706,0.05412,0.03409890657,0,0,0,0,0,0,0,0,0,0.1002,0.02004,0.009815016569
2.098630741,0,0.4786766324,0.4908904112,0,0,0.03043295643,0.1885867827,0.3884045463,0.3983149679,0,0,0,0.02469370309,25,5,2.098681657,0,3.41804479,1.918795432,1.918795432,0.4786670282,0.4908925094,0,0,0.0304404624,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.9429,0.18858,0.2237003923,1.942,0.3884,0.46947591,1.9916,0.39832,0.2927139604,0,0,0,0,0,0,0,0,0,0.1235,0.0247,0.01410973738
3.234164316,0,0.6759334906,0.3115675538,0,0,0.01249895566,0.1755727792,0.5572579691,0.2568647725,0,0,0,0.01030447928,25,5,3.234043095,0,3.517279187,1.736117027,1.736117027,0.6759418743,0.3115644938,0,0,0.01249363189,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.8779,0.17558,0.1934770688,2.7863,0.55726,0.6257131786,1.2843,0.25686,0.1753440934,0,0,0,0,0,0,0,0,0,0.0515,0.0103,0.00546565912
3.210162219,0,0.7871572219,0.1946375249,0,0,0.01820525322,0.1999106649,0.6297960983,0.1557274079,0,0,0,0.01456582895,25,5,3.210032209,0,3.558097952,1.954110586,1.954110586,0.7871712829,0.1946305369,0,0,0.01819818018,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.9996,0.19992,0.2115221025,3.149,0.6298,0.6789927621,0.7786,0.15572,0.1020667097,0,0,0,0,0,0,0,0,0,0.0728,0.01456,0.007418425671
4.364585266,0,0.5614232149,0.4326483984,0,0,0.005928386655,0.115883088,0.4963637591,0.382511766,0,0,0,0.005241386902,25,5,4.36466852,0,3.514370681,1.146757828,1.146757828,0.5614170022,0.4326562005,0,0,0.005926797267,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.5794,0.11588,0.1345639793,2.4818,0.49636,0.5873271643,1.9126,0.38252,0.2751786211,0,0,0,0,0,0,0,0,0,0.0262,0.00524,0.002930235226
4.553847045,0,0.9061552488,0.08551043086,0,0,0.008334320365,0.1685805053,0.753395139,0.07109503921,0,0,0,0.006929316426,25,5,4.553890077,0,3.65699744,1.603216549,1.603216549,0.9061605446,0.08551634553,0,0,0.00832310986,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.8429,0.16858,0.171381483,3.767,0.7534,0.7804524346,0.3555,0.0711,0.04477830558,0,0,0,0,0,0,0,0,0,0.0346,0.00692,0.003387776916
2.779743351,0,0.4886229746,0.4711580737,0,0,0.04021895169,0.1519063627,0.4143980358,0.3995861645,0,0,0,0.03410943703,25,5,2.779872964,0,3.491722217,1.512965001,1.512965001,0.4886216248,0.4711472704,0,0,0.04023110482,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.7595,0.1519,0.1812362108,2.072,0.4144,0.5038136425,1.9979,0.39958,0.2953460388,0,0,0,0,0,0,0,0,0,0.1706,0.03412,0.01960410795
3.895762365,0,0.6865293006,0.2928129784,0,0,0.02065772102,0.152232197,0.5820174369,0.2482374154,0,0,0,0.01751295077,25,5,3.896091681,0,3.573013601,1.481657563,1.481657563,0.6865224469,0.2928118144,0,0,0.02066573875,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.7611,0.15222,0.1677347414,2.9101,0.58202,0.6535099307,1.2412,0.24824,0.1694584683,0,0,0,0,0,0,0,0,0,0.0876,0.01752,0.009296859567
3.725004967,0,0.9291757266,0.03839130048,0,0,0.03243297297,0.202663531,0.7408656929,0.03061078396,0,0,0,0.02585999214,25,5,3.725041246,0,3.662588816,1.924379259,1.924379259,0.9291644719,0.03840268894,0,0,0.03243283919,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.0133,0.20266,0.2049142503,3.7043,0.74086,0.7633140343,0.1531,0.03062,0.0191800404,0,0,0,0,0,0,0,0,0,0.1293,0.02586,0.01259167503
1.952335704,0,0.5939673995,0.3932772339,0,0,0.01275536655,0.2366451293,0.4534079074,0.300210092,0,0,0,0.009736871187,25,5,1.952343973,0,3.386778918,2.430032617,2.430032617,0.5939530497,0.3932875707,0,0,0.01275937958,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.1832,0.23664,0.2660912766,2.267,0.4534,0.5195017,1.5011,0.30022,0.2091328756,0,0,0,0,0,0,0,0,0,0.0487,0.00974,0.005274147851
4.816431627,0,0.6162438252,0.3389555984,0,0,0.04480057643,0.1153368522,0.5451682022,0.2998615267,0,0,0,0.03963341897,25,5,4.816227717,0,3.631629693,1.104559672,1.104559672,0.6162367463,0.3389550788,0,0,0.04480817489,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.5767,0.11534,0.131712441,2.7258,0.54516,0.6343571089,1.4993,0.29986,0.2121317116,0,0,0,0,0,0,0,0,0,0.1982,0.03964,0.02179873843
4.006289929,0,0.7798128707,0.1792565621,0,0,0.04093056712,0.1655125119,0.6507440837,0.1495873583,0,0,0,0.03415604614,25,5,4.006083546,0,3.650238409,1.577030312,1.577030312,0.7798149746,0.1792493529,0,0,0.04093567251,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.8276,0.16552,0.176512938,3.2537,0.65074,0.7071255767,0.7479,0.14958,0.09881885172,0,0,0,0,0,0,0,0,0,0.1708,0.03416,0.01754263354
2.296045221,0,0.7369430487,0.2523508179,0,0,0.0107061334,0.2464498794,0.5553235233,0.1901589893,0,0,0,0.008067608112,25,5,2.29593637,0,3.447607875,2.48621896,2.48621896,0.7369482708,0.2523555485,0,0,0.01069618069,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.2323,0.24646,0.2638753294,2.7766,0.55532,0.6058409659,0.9508,0.19016,0.1261280615,0,0,0,0,0,0,0,0,0,0.0403,0.00806,0.004155643169
3.410224121,0,0.5222840419,0.4490057523,0,0,0.02871020576,0.1349917052,0.4517800285,0.3883937002,0,0,0,0.02483456613,25,5,3.410519635,0,3.511716357,1.33678261,1.33678261,0.5222769416,0.4490069594,0,0,0.02871609905,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.6749,0.13498,0.1591919695,2.2589,0.45178,0.5429273377,1.942,0.3884,0.2837730587,0,0,0,0,0,0,0,0,0,0.1242,0.02484,0.01410763408
3.305236056,0,0.8903128847,0.1056467476,0,0,0.004040367622,0.2153633288,0.6985721382,0.08289431238,0,0,0,0.003170220601,25,5,3.305324344,0,3.566976039,2.099788943,2.099788943,0.8903191272,0.1056535481,0,0,0.004027324633,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.0768,0.21536,0.2197387783,3.4929,0.69858,0.726307933,0.4145,0.0829,0.05240061712,0,0,0,0,0,0,0,0,0,0.0158,0.00316,0.001552671597
2.425508458,0,0.8038495998,0.1616773675,0,0,0.03447303269,0.2524499366,0.6009178193,0.1208619263,0,0,0,0.02577031777,25,5,2.425612734,0,3.517214591,2.496146664,2.496146664,0.8038418321,0.1616726417,0,0,0.03448552625,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.2622,0.25244,0.2651544506,3.0046,0.60092,0.643162012,0.6043,0.12086,0.07864362936,0,0,0,0,0,0,0,0,0,0.1289,0.02578,0.01303990795
4.151301768,0,0.7168335505,0.2660275772,0,0,0.0171388723,0.1496259717,0.6095766339,0.2262229425,0,0,0,0.01457445187,25,5,4.151490382,0,3.588236244,1.450171667,1.450171667,0.7168324749,0.2660222489,0,0,0.01714527623,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.7481,0.14962,0.1629971647,3.0479,0.60958,0.6766811615,1.1311,0.22622,0.1526727772,0,0,0,0,0,0,0,0,0,0.0729,0.01458,0.00764889654
4.961519729,0,0.7336104142,0.2470156834,0,0,0.01937390235,0.1309376855,0.6375531645,0.2146720216,0,0,0,0.01683712842,25,5,4.961485224,0,3.630375548,1.254387094,1.254387094,0.7336202334,0.2470025085,0,0,0.01937725819,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.6547,0.13094,0.1420654453,3.1878,0.63756,0.7048556075,1.0733,0.21466,0.1442804385,0,0,0,0,0,0,0,0,0,0.0842,0.01684,0.008798508754
2.736137453,0,0.6527553759,0.3213763991,0,0,0.02586822496,0.1955560705,0.5251050996,0.2585292934,0,0,0,0.02080953653,25,5,2.736055903,0,3.501273515,1.942516802,1.942516802,0.6527522252,0.3213664164,0,0,0.02588135846,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.9778,0.19556,0.2170954531,2.6255,0.5251,0.5939852959,1.2926,0.25852,0.1777890684,0,0,0,0,0,0,0,0,0,0.1041,0.02082,0.01113018254
3.620093167,0,0.6179816921,0.3756963657,0,0,0.006321942201,0.1481733389,0.5264132814,0.3200281808,0,0,0,0.005385198917,25,5,3.619976634,0,3.507700079,1.469189892,1.469189892,0.617994412,0.3756896997,0,0,0.006315888333,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.7409,0.14818,0.1673535602,2.6321,0.52642,0.6058159775,1.6001,0.32002,0.2239044341,0,0,0,0,0,0,0,0,0,0.0269,0.00538,0.002926028177
3.759631112,0,0.8162986223,0.1369082122,0,0,0.04679316548,0.1811612102,0.668416976,0.1121057548,0,0,0,0.03831605899,25,5,3.759673238,0,3.658966406,1.721926794,1.721926794,0.8163011089,0.1369009819,0,0,0.04679790924,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.9058,0.18116,0.190662309,3.3421,0.66842,0.7168279805,0.5605,0.1121,0.07308838353,0,0,0,0,0,0,0,0,0,0.1916,0.03832,0.01942132695
2.877849776,0,0.9172700045,0.0679388619,0,0,0.01479113358,0.2451588675,0.6923931291,0.05128304746,0,0,0,0.01116495602,25,5,2.87786504,0,3.55501673,2.398384218,2.398384218,0.9172804833,0.06793492661,0,0,0.01478459011,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,1.2258,0.24516,0.2481779713,3.462,0.6924,0.7142227071,0.2564,0.05128,0.03215894864,0,0,0,0,0,0,0,0,0,0.0558,0.01116,0.00544037298
4.478316557,0,0.942050088,0.02825424494,0,0,0.02969566705,0.1765137476,0.7757652966,0.02326698228,0,0,0,0.02445397357,25,5,4.478127358,0,3.707668664,1.655784437,1.655784437,0.9420508088,0.02824598047,0,0,0.02970321076,True,True,True,True,True,True,True,True,True,True,TTE+TMSP,0.8826,0.17652,0.177730783,3.8788,0.77576,0.7959010818,0.1163,0.02326,0.01450837105,0,0,0,0,0,0,0,0,0,0.1223,0.02446,0.01185976412
